BehaviorSpace results (NetLogo 6.1.1),,,,,,,,,,,,,
Simulation.nlogo,,,,,,,,,,,,,
Basic_100_people_End,,,,,,,,,,,,,
04/29/2020 12:18:45:896 -0300,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-16,16,-16,16,,,,,,,,,,
[run number],beta-gov,sigma,pop-size,layout-type,graphics?,test?,debug?,nw-type,[step],count people with [social-distancing?],count people with [not social-distancing?],mean [opinion] of people,standard-deviation [opinion] of people
2399,0.3,10,100,random,FALSE,FALSE,FALSE,uniform,1056,30,70,0.312355787,0.389992643
2396,0.3,10,100,random,FALSE,FALSE,FALSE,uniform,1651,30,70,0.305584715,0.392001811
2398,0.3,10,100,random,FALSE,FALSE,FALSE,uniform,1257,29,71,0.275497619,0.379737921
2400,0.3,10,100,random,FALSE,FALSE,FALSE,uniform,1341,20,80,0.168988663,0.306886865
2405,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1065,9,91,0.085829503,0.185083785
2406,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1126,7,93,0.042672103,0.004976618
2408,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1130,7,93,0.053253739,0.09435776
2403,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1253,3,97,0.053695468,0.093958364
2401,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1275,6,94,0.063740397,0.133712859
2404,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1317,7,93,0.042068692,0.006789168
2407,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1365,3,97,0.053276366,0.095003352
2402,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1515,3,97,0.04203342,0.00662418
2409,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1057,11,89,0.063789115,0.133186081
2410,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1070,4,96,0.063102607,0.134519913
2412,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1080,6,94,0.063583311,0.133761565
2413,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1112,5,95,0.053275539,0.095018973
2414,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1076,5,95,0.052607829,0.095691766
2411,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1136,7,93,0.064429743,0.133918047
2415,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1103,5,95,0.0632445,0.132156183
2416,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1083,8,92,0.064564539,0.13371376
2417,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1187,9,91,0.06492888,0.132926054
2420,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1074,9,91,0.063006686,0.133408761
2422,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1096,11,89,0.086823544,0.186016433
2419,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1187,7,93,0.053379454,0.094440705
2421,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1153,7,93,0.054035799,0.095392527
2418,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1367,8,92,0.076077795,0.162367939
2423,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1094,3,97,0.053578229,0.094546224
2424,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1069,4,96,0.06376262,0.133633965
2425,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1213,4,96,0.042139175,0.005424891
2428,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1105,7,93,0.064601839,0.133831065
2430,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1106,3,97,0.053490115,0.095424286
2427,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1151,6,94,0.052848255,0.093193241
2432,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1132,6,94,0.042428396,0.00599468
2429,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1201,6,94,0.042287791,0.005895443
2431,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1210,7,93,0.064295301,0.133690212
2426,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1357,8,92,0.064431214,0.133015587
2434,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1209,6,94,0.053817362,0.095119786
2436,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1167,4,96,0.053822029,0.094278723
2439,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1087,5,95,0.065197846,0.134347285
2435,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1245,6,94,0.054173803,0.095065038
2433,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1300,3,97,0.043070426,0.003565424
2437,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1180,8,92,0.087755065,0.185794831
2438,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1418,3,97,0.052751558,0.094277432
2440,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1426,6,94,0.063155831,0.132654628
2441,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1101,4,96,0.064438424,0.133589222
2446,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1107,3,97,0.053372279,0.095728238
2443,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1158,3,97,0.043123591,0.003310237
2445,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1155,5,95,0.05401085,0.094477457
2444,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1209,3,97,0.053769748,0.095634677
2448,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1076,11,89,0.064401954,0.132902601
2442,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1423,4,96,0.041859378,0.006463185
2447,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1234,5,95,0.042291614,0.006695232
2452,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1055,7,93,0.075115926,0.162301345
2451,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1109,9,91,0.063052501,0.133865459
2450,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1114,4,96,0.053301208,0.095558475
2453,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1115,8,92,0.064296042,0.133898619
2454,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1074,5,95,0.064280914,0.133736187
2455,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1069,7,93,0.086875124,0.186417895
2449,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1523,4,96,0.042135991,0.006368824
2456,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1113,5,95,0.053693078,0.094460158
2457,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1167,7,93,0.053910701,0.094345786
2458,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1131,6,94,0.053587752,0.09568253
2459,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1149,2,98,0.053256007,0.095035652
2460,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1113,8,92,0.086342097,0.185333021
2461,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1103,4,96,0.052462466,0.095477291
2462,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1073,8,92,0.041838199,0.006597491
2463,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1090,11,89,0.041795172,0.007731787
2464,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1441,7,93,0.040996236,0.007566225
2465,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1093,6,94,0.05271655,0.094462525
2467,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1089,4,96,0.053142245,0.095053227
2468,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1141,0,100,0.043154957,0.00218065
2470,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1116,6,94,0.064367135,0.13193692
2469,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1153,1,99,0.042915074,0.004566619
2466,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1387,5,95,0.053013939,0.095924429
2471,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1190,10,90,0.076344417,0.161448237
2472,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1419,5,95,0.063029132,0.13209929
2475,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1068,4,96,0.064393339,0.134042797
2473,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1238,10,90,0.098659428,0.2050736
2476,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1124,4,96,0.053944403,0.095292095
2477,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1118,3,97,0.052939764,0.09519483
2478,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1172,5,95,0.053724649,0.095599295
2474,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1605,6,94,0.052426534,0.095002132
2479,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1463,4,96,0.052538686,0.094116532
2480,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1159,2,98,0.053449041,0.09507544
2482,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1124,8,92,0.065518724,0.133814652
2481,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1165,4,96,0.053450788,0.095763521
2483,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1216,9,91,0.042217052,0.006354322
2484,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1209,8,92,0.06384479,0.134315965
2485,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1132,5,95,0.053799597,0.095085554
2486,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1158,5,95,0.065063384,0.133575052
2487,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1428,9,91,0.063163159,0.133724731
2489,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1066,5,95,0.040803754,0.010238876
2488,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1140,8,92,0.065047409,0.133108395
2490,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1075,3,97,0.052959423,0.094740569
2493,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1219,8,92,0.076467506,0.162633525
2491,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1257,5,95,0.05404548,0.094930989
2492,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1339,5,95,0.041233955,0.007386075
2494,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1286,4,96,0.041871654,0.007056411
2501,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,978,8,92,0.080878199,0.16307547
2503,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1110,5,95,0.078449896,0.161665677
2502,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1333,4,96,0.06322023,0.134139804
2504,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1018,12,88,0.106528164,0.205973911
2505,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1126,7,93,0.054885297,0.09487656
2495,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1231,2,98,0.05309153,0.09392714
2496,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1082,6,94,0.053065049,0.094875526
2497,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1089,3,97,0.052615752,0.095437033
2506,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1345,2,98,0.042635172,0.004231577
2507,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1036,6,94,0.064307026,0.133623061
2508,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,991,8,92,0.079378674,0.162518477
2509,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1110,5,95,0.053807805,0.095932338
2510,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1063,10,90,0.068717658,0.13304151
2511,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1070,6,94,0.081616976,0.162804175
2513,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1132,2,98,0.041578153,0.008086036
2498,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1361,8,92,0.05274537,0.093575307
2512,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1454,9,91,0.054457102,0.095388355
2514,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,962,11,89,0.081420644,0.163445583
2515,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1400,5,95,0.042330834,0.005540928
2516,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1105,5,95,0.054117612,0.094715934
2517,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1216,5,95,0.055442852,0.095662285
2518,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1015,14,86,0.101545324,0.206297418
2519,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1076,5,95,0.054955624,0.096273286
2499,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1140,4,96,0.053833703,0.095153098
2500,0.5,1,100,random,FALSE,FALSE,FALSE,erdos-renyi,1069,5,95,0.076988977,0.162194084
2520,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1282,4,96,0.064455229,0.134876655
2521,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1131,9,91,0.078265134,0.162924554
2522,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1121,5,95,0.054002571,0.095459738
2523,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1073,7,93,0.065508914,0.133479907
2525,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1091,9,91,0.0813578,0.161492954
2524,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1337,3,97,0.05338888,0.094368702
2528,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1034,8,92,0.081274492,0.162045374
2526,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1185,8,92,0.054378822,0.09551945
2527,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1205,5,95,0.055172075,0.09548823
2529,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1207,11,89,0.079842547,0.162199822
2530,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1272,5,95,0.052787127,0.094777415
2531,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1121,5,95,0.042675667,0.004454848
2535,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,997,7,93,0.07824513,0.162868837
2533,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1141,5,95,0.042462678,0.005856537
2534,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1090,8,92,0.067728509,0.13470738
2536,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1224,6,94,0.042816866,0.004766413
2532,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1897,3,97,0.040889109,0.006549571
2537,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1250,4,96,0.054405452,0.09526803
2539,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1074,7,93,0.066432604,0.134075824
2540,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1117,2,98,0.041968752,0.006972704
2542,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1076,5,95,0.054506822,0.094983959
2538,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1506,8,92,0.053381839,0.095690992
2541,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1204,2,98,0.041808325,0.007097903
2543,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1130,4,96,0.042895253,0.004803506
2544,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1116,7,93,0.076669445,0.163307613
2545,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1131,7,93,0.064971829,0.13452777
2547,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,975,8,92,0.080259524,0.162693759
2546,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1266,5,95,0.053937706,0.095801733
2548,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1128,8,92,0.05427546,0.095142971
2550,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1266,5,95,0.054611974,0.095438041
2551,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1071,5,95,0.053605882,0.096257174
2549,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1469,3,97,0.055721898,0.096880364
2552,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1214,6,94,0.054558285,0.095554691
2553,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1069,11,89,0.092168833,0.186264423
2554,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1286,8,92,0.053281443,0.093959279
2556,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1178,3,97,0.057603497,0.095343631
2557,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1017,13,87,0.09434845,0.185511736
2555,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1417,9,91,0.064295028,0.132603904
2558,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1106,7,93,0.083303907,0.162645279
2559,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1114,4,96,0.053924557,0.094267687
2560,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1110,3,97,0.042576695,0.005681051
2561,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1159,7,93,0.042996306,0.003698006
2563,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1074,11,89,0.090145177,0.186756956
2562,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1141,4,96,0.055844553,0.093772515
2565,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1107,4,96,0.042344267,0.006092406
2564,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1197,6,94,0.053833179,0.095569515
2567,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1065,14,86,0.065971977,0.133234021
2566,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1156,2,98,0.043209005,0.002174017
2568,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1014,7,93,0.080542725,0.162545178
2569,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1323,1,99,0.042676181,0.003817257
2571,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1124,6,94,0.065860714,0.133242469
2572,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1069,3,97,0.054334178,0.095791527
2570,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1174,9,91,0.056774216,0.096081754
2573,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1139,6,94,0.042344537,0.006068044
2575,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1044,7,93,0.093519651,0.186235641
2574,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1091,2,98,0.042532369,0.004854799
2576,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1141,5,95,0.054700836,0.095155368
2577,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1150,0,100,0.042753534,0.004323292
2580,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1142,5,95,0.053270458,0.095924199
2579,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1208,3,97,0.053784777,0.09422847
2578,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1314,3,97,0.04201502,0.004278295
2581,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1145,5,95,0.053760721,0.09475669
2583,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1218,3,97,0.054457242,0.095255628
2582,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1306,5,95,0.067416359,0.134525636
2584,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1090,14,86,0.067339029,0.133701663
2585,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1250,7,93,0.079302783,0.161861225
2587,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1112,8,92,0.042315352,0.006456308
2588,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1116,3,97,0.042019861,0.007504001
2589,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1200,10,90,0.068100638,0.133664393
2590,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1178,5,95,0.042721207,0.004739029
2591,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1143,3,97,0.042501533,0.005292029
2586,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1577,5,95,0.041151199,0.006487298
2592,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1139,4,96,0.042493182,0.005476195
2593,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1095,5,95,0.067191269,0.134682007
2596,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1024,5,95,0.079182349,0.162886335
2594,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1174,7,93,0.054725779,0.095182046
2595,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1207,10,90,0.065431881,0.133407491
2599,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1040,9,91,0.081725333,0.162945824
2597,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1137,7,93,0.088879169,0.187035761
2598,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1106,6,94,0.06546716,0.134246454
2600,0.5,1,100,random,FALSE,FALSE,FALSE,small-world,1167,8,92,0.042671733,0.004538758
2601,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1066,11,89,0.066856229,0.140136709
2602,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1111,4,96,0.062254573,0.13229571
2604,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1042,5,95,0.068865193,0.138529739
2603,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1195,4,96,0.063259819,0.133657485
2605,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1102,3,97,0.057901534,0.103014097
2606,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1109,6,94,0.076893037,0.16614468
2607,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1141,6,94,0.065372395,0.135702238
2608,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1189,4,96,0.052463975,0.094688615
2609,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1131,3,97,0.042811274,0.004317857
2610,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1115,4,96,0.052510354,0.095201065
2612,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1061,6,94,0.059905929,0.108490868
2611,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1156,8,92,0.043067647,0.003993546
2613,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1083,1,99,0.042010749,0.007397314
2614,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1154,6,94,0.053712151,0.095383348
2615,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1130,10,90,0.054740447,0.096136419
2616,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1203,6,94,0.053909773,0.095872074
2617,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1164,5,95,0.042813936,0.004802054
2619,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1075,6,94,0.08152339,0.154252814
2620,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1105,4,96,0.042781796,0.004314264
2622,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,824,17,83,0.146875445,0.185422581
2618,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1483,7,93,0.041950857,0.004633373
2623,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1174,9,91,0.043258746,0.002545986
2625,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1085,2,98,0.041672018,0.009080256
2624,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1140,8,92,0.054704313,0.096859022
2626,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1195,2,98,0.04293362,0.003894529
2621,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1813,5,95,0.052080626,0.09648667
2627,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1156,4,96,0.042276039,0.006456703
2628,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1046,7,93,0.077298654,0.146627641
2629,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,976,10,90,0.10932081,0.200930216
2630,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1123,5,95,0.042423618,0.00627608
2632,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1130,5,95,0.043232014,0.00329458
2631,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1166,3,97,0.042409862,0.005910459
2634,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1038,6,94,0.066468203,0.137985474
2633,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1169,6,94,0.063184613,0.111802992
2636,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1130,2,98,0.04265175,0.00564168
2635,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1209,4,96,0.061465253,0.133751932
2637,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1319,2,98,0.061742719,0.133697116
2640,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1155,3,97,0.042869804,0.004531164
2639,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1272,7,93,0.042270825,0.004770103
2641,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1123,7,93,0.052725389,0.094921725
2644,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1022,3,97,0.054187499,0.099149029
2643,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1079,5,95,0.056714315,0.100943455
2642,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1229,4,96,0.064857593,0.113483368
2638,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1729,6,94,0.041535873,0.006908565
2645,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1130,8,92,0.063430998,0.13374365
2647,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1043,8,92,0.073770551,0.145472057
2646,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1122,7,93,0.052255192,0.095998042
2648,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1063,5,95,0.06348416,0.108444957
2649,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1100,6,94,0.075543181,0.163592291
2650,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1113,6,94,0.062246405,0.108596645
2652,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1095,2,98,0.042283129,0.006670527
2651,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1161,4,96,0.042952258,0.002925923
2653,0.5,1,100,random,FALSE,FALSE,FALSE,barabasi-albert,1079,8,92,0.065861984,0.113210478
