BehaviorSpace results (NetLogo 6.1.1),,,,,,,,,,,,,,,,
Simulation.nlogo,,,,,,,,,,,,,,,,
Interventions_100_people_End,,,,,,,,,,,,,,,,
04/29/2020 17:09:00:810 -0300,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,
-16,16,-16,16,,,,,,,,,,,,,
[run number],beta-gov,sigma,pop-size,layout-type,graphics?,test?,debug?,intervention?,nw-type,intervention-type,perc-interventions,[step],count people with [social-distancing?],count people with [not social-distancing?],mean [opinion] of people,standard-deviation [opinion] of people
3657,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,555,65,35,0.672392923,0.282985634
3654,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,800,62,38,0.600970486,0.28341769
3659,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,450,59,41,0.597184832,0.300075499
3658,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,628,46,54,0.510503538,0.332257335
3655,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,934,58,42,0.560199365,0.267346928
3663,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,426,79,21,0.72119834,0.270166778
3664,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,357,49,51,0.490377089,0.328874958
3660,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,798,72,28,0.738753013,0.251979235
3662,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,692,84,16,0.804587955,0.193631908
3661,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,923,55,45,0.495869819,0.331002492
3670,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,159,57,43,0.593148322,0.297547498
3667,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,549,55,45,0.557286552,0.305777055
3665,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,818,29,71,0.373769166,0.308594005
3669,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,511,62,38,0.618935659,0.300696731
3666,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,833,44,56,0.470681135,0.306520678
3668,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,621,68,32,0.751986847,0.239108077
3674,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,522,75,25,0.721692787,0.260061013
3677,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,406,60,40,0.586650285,0.303135375
3673,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,694,69,31,0.728897851,0.252691535
3675,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,447,51,49,0.571363489,0.303257189
3672,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,834,73,27,0.680037455,0.273968344
3678,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,396,62,38,0.650869634,0.277742207
3676,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,608,62,38,0.625664568,0.285268205
3671,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,983,63,37,0.681830758,0.275170492
3680,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,358,48,52,0.509411136,0.303973005
3679,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,418,67,33,0.645017934,0.299811327
3681,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,384,56,44,0.600219675,0.290544928
3683,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,486,67,33,0.718216269,0.25948056
3684,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,796,77,23,0.729466245,0.244371093
3682,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,852,37,63,0.354374691,0.309089707
3685,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,715,58,42,0.57328984,0.301984777
3686,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,888,61,39,0.618535962,0.27796804
3688,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,788,40,60,0.429465257,0.318109167
3691,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,286,63,37,0.627525782,0.294030818
3687,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,872,58,42,0.493089066,0.320284137
3693,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,398,52,48,0.491328619,0.303561036
3689,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,918,72,28,0.689738792,0.277506266
3690,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,812,75,25,0.722822268,0.247178003
3695,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,232,57,43,0.584665817,0.326867208
3694,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,463,78,22,0.725440049,0.261301401
3698,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,303,71,29,0.699042698,0.267306782
3692,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,909,74,26,0.734542459,0.275981049
3696,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,618,55,45,0.615722208,0.304360098
3697,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,673,53,47,0.56707024,0.298350968
3701,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,565,81,19,0.787859545,0.203764979
3700,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,785,63,37,0.604728755,0.291514431
3702,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,717,59,41,0.586281159,0.296130103
3703,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,721,66,34,0.653107185,0.290349772
3706,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,466,55,45,0.577625703,0.28740645
3704,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,668,58,42,0.638171928,0.28825193
3705,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,656,82,18,0.764477202,0.235318741
3708,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,377,67,33,0.67422773,0.279013488
3709,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,270,59,41,0.549762067,0.326917579
3707,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,590,70,30,0.767813467,0.21915064
3699,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,eigen,10,1407,39,61,0.402561632,0.317787158
3711,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,573,79,21,0.728602172,0.263093204
3712,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,843,38,62,0.428974873,0.310139642
3710,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1030,66,34,0.675422133,0.275998688
3713,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,838,60,40,0.613206107,0.297828926
3717,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,630,36,64,0.413603401,0.316087667
3714,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,879,33,67,0.351072194,0.319542005
3715,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,939,70,30,0.68462943,0.270895391
3718,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,537,74,26,0.774448167,0.222752757
3716,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,958,57,43,0.614246842,0.284972123
3720,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,531,49,51,0.49478207,0.311782903
3721,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,670,63,37,0.657725996,0.277574198
3724,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,502,63,37,0.640615228,0.273642045
3722,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,689,67,33,0.689836771,0.273492886
3719,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,858,31,69,0.329804673,0.304169627
3726,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,589,73,27,0.681679053,0.275107395
3723,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,912,60,40,0.603630236,0.295332614
3731,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,300,52,48,0.515753301,0.314820002
3725,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,975,32,68,0.335535202,0.306913928
3730,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,435,66,34,0.611354621,0.281347205
3733,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,269,47,53,0.455890909,0.307078856
3727,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,940,27,73,0.321596355,0.307397872
3728,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,837,68,32,0.628109236,0.297256616
3729,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,877,77,23,0.747816449,0.238840398
3734,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,504,66,34,0.691037608,0.270026767
3737,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,353,72,28,0.65276389,0.291173539
3732,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,900,81,19,0.756761239,0.214874348
3736,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,638,48,52,0.492255488,0.315818402
3738,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,447,48,52,0.487417542,0.324732851
3740,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,326,60,40,0.658341419,0.272904126
3739,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,415,52,48,0.535845944,0.3072229
3744,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,173,59,41,0.586359652,0.297017733
3742,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,368,75,25,0.726639005,0.271889204
3743,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,292,46,54,0.426535059,0.319524914
3741,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,796,35,65,0.29863994,0.299121054
3735,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1356,58,42,0.569721157,0.292375648
3747,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,541,83,17,0.774948341,0.232555307
3745,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,855,59,41,0.563385677,0.305722468
3748,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,793,59,41,0.613898453,0.299571579
3751,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,603,70,30,0.701574235,0.268641261
3746,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1157,62,38,0.663940981,0.257648594
3750,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,994,50,50,0.465048018,0.29977545
3754,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,423,59,41,0.573080508,0.297424056
3753,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,740,53,47,0.501439461,0.334088218
3755,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,519,66,34,0.625201874,0.297976107
3749,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1469,67,33,0.661368642,0.287389542
3756,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,447,50,50,0.542859066,0.319036568
3757,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,558,63,37,0.619040351,0.303112127
3752,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1226,66,34,0.700227773,0.259638573
3762,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,359,64,36,0.585252754,0.317178449
3760,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,676,47,53,0.459593877,0.312464795
3761,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,590,74,26,0.739674023,0.244945738
3758,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1008,75,25,0.726644592,0.256893771
3763,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,574,75,25,0.730439176,0.256707286
3759,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,965,69,31,0.679186441,0.27735616
3764,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,533,61,39,0.601731846,0.31670737
3765,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,518,68,32,0.687793899,0.272562255
3769,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,294,60,40,0.521002632,0.326728845
3768,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,493,63,37,0.637095127,0.283459355
3773,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,263,46,54,0.556736138,0.301824754
3772,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,288,58,42,0.561494637,0.301814487
3770,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,430,66,34,0.712575373,0.271893133
3767,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,657,58,42,0.584733813,0.294464563
3766,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,755,62,38,0.580768641,0.296175678
3771,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,753,81,19,0.784096012,0.212630596
3774,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,554,64,36,0.644281084,0.275338773
3776,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,444,65,35,0.590568834,0.302911451
3779,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,389,74,26,0.693562092,0.274352069
3777,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,506,70,30,0.648533378,0.279603117
3778,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,515,73,27,0.708887502,0.255663376
3780,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,485,69,31,0.673992414,0.262358454
3775,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,819,50,50,0.506655934,0.308786592
3781,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,397,41,59,0.420053786,0.320524283
3783,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,345,73,27,0.685733706,0.288433465
3782,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,435,43,57,0.417475143,0.324021645
3784,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,391,67,33,0.66255727,0.294225265
3785,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,415,60,40,0.590237301,0.292308684
3787,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,453,47,53,0.509764413,0.317858805
3786,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,666,57,43,0.529094121,0.311606431
3790,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,407,60,40,0.661382474,0.28710782
3793,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,338,60,40,0.605280347,0.300265944
3791,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,455,47,53,0.456337653,0.318787493
3792,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,459,78,22,0.663611453,0.262307959
3789,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,810,52,48,0.50964767,0.312103915
3795,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,429,59,41,0.636624285,0.290516006
3797,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,360,67,33,0.656846857,0.290795723
3798,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,563,63,37,0.569361517,0.293063151
3802,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,265,64,36,0.621612346,0.306817154
3788,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,1263,48,52,0.531891269,0.298880165
3794,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,946,66,34,0.647210246,0.280859658
3799,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,804,67,33,0.683383412,0.277157688
3796,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,985,62,38,0.613361382,0.305487624
3800,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,betweenness,10,847,34,66,0.318349305,0.312996043
3801,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,763,70,30,0.687119739,0.281027374
3804,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,499,67,33,0.668913257,0.279476354
3808,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,361,71,29,0.620885637,0.288719071
3807,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,569,78,22,0.762425983,0.247013355
3805,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,723,46,54,0.499976819,0.305792554
3809,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,512,61,39,0.618164201,0.301794744
3806,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,906,69,31,0.653083999,0.285264823
3810,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,553,42,58,0.464182697,0.318201336
3803,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,1095,65,35,0.68301873,0.244080288
3814,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,443,76,24,0.700966759,0.269801178
3811,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,737,49,51,0.510474883,0.307804148
3816,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,290,47,53,0.53347175,0.311109601
3812,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,811,43,57,0.44163371,0.311984033
3822,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,352,67,33,0.712100223,0.258353098
3821,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,555,66,34,0.647808123,0.267786645
3819,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,617,48,52,0.468126569,0.307447569
3820,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,630,40,60,0.451019661,0.305811866
3813,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,1213,30,70,0.349604946,0.320749146
3817,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,987,47,53,0.420731924,0.323136673
3818,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,986,39,61,0.386906101,0.295934416
3824,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,321,66,34,0.62075826,0.310282834
3815,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,1341,29,71,0.285628744,0.297082951
3827,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,333,56,44,0.519602158,0.319227035
3825,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,509,50,50,0.509141896,0.304737621
3828,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,380,64,36,0.671153303,0.279342552
3830,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,338,62,38,0.54317103,0.286750686
3823,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,770,52,48,0.46041219,0.333061864
3831,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,366,66,34,0.629117549,0.292348616
3829,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,724,72,28,0.678647397,0.272993264
3826,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,876,37,63,0.416712371,0.305930435
3832,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,586,77,23,0.736808182,0.23867593
3835,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,496,61,39,0.590093036,0.292680533
3834,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,754,64,36,0.589366797,0.299083851
3836,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,545,69,31,0.713833577,0.23875336
3837,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,593,69,31,0.721830638,0.255875179
3833,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,1093,45,55,0.452853842,0.300369177
3838,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,709,73,27,0.734298532,0.239290552
3840,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,670,75,25,0.775565212,0.22361613
3841,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,544,44,56,0.417580765,0.295146728
3844,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,365,59,41,0.5802258,0.292530799
3843,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,592,48,52,0.529713489,0.301798518
3842,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,666,50,50,0.469101028,0.308085273
3845,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,356,56,44,0.553843931,0.301230381
3839,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,1116,60,40,0.615148758,0.281543126
3848,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,362,46,54,0.517845649,0.306684235
3849,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,384,66,34,0.606666765,0.280598054
3853,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,183,53,47,0.546535937,0.305922818
3851,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,556,67,33,0.654843933,0.281807079
3846,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,906,67,33,0.696946958,0.270215511
3852,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,526,68,32,0.68713116,0.291133573
3855,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,316,55,45,0.613406725,0.304882583
3847,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,814,79,21,0.747163282,0.24106924
3850,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,724,41,59,0.484693354,0.319800098
3856,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,469,73,27,0.734834542,0.243425627
3854,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,697,66,34,0.703159064,0.255659288
3863,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,172,58,42,0.539868812,0.317422373
3858,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,467,67,33,0.65959598,0.277241675
3862,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,352,51,49,0.450078521,0.320051901
3860,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,647,38,62,0.385616989,0.293765681
3861,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,724,59,41,0.544770359,0.306232135
3857,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,863,64,36,0.645538404,0.278413378
3865,0.5,5,100,random,FALSE,FALSE,FALSE,TRUE,erdos-renyi,closeness,10,472,39,61,0.491682062,0.309157135
